Club Name;Player Name;age;Player Value;Transfer Movement;Year
Arsenal FC;Mathieu Debuchy;30;2,77202;in;2016
Arsenal FC;Chuba Akpom;21;0,68466;in;2016
Arsenal FC;Krystian Bielik;19;3,74234;in;2016
Arsenal FC;Serge Gnabry;21;0,22260;out;2016
Arsenal FC;Wellington Silva;23;3,92293;out;2016
Arsenal FC;Jack Wilshere;24;3,60019;out;2016
Arsenal FC;Tomas Rosicky;35;3,93083;out;2016
Arsenal FC;Joel Campbell;24;3,17720;out;2016
Arsenal FC;Takuma Asano;21;2,18302;out;2016
Arsenal FC;Calum Chambers;21;2,77058;out;2016
Arsenal FC;Mikel Arteta;34;3,98738;out;2016
Arsenal FC;Mathieu Flamini;32;3,20165;out;2016
Arsenal FC;Matt Macey;22;3,46693;in;2016
Arsenal FC;Krystian Bielik;19;1,45441;out;2016
Arsenal FC;Matt Macey;22;3,08801;out;2016
Arsenal FC;Chuba Akpom;21;1,58402;out;2016
Arsenal FC;Alexandre Lacazette;26;0,84678;in;2017
Arsenal FC;Sead Kolasinac;24;1,10234;in;2017
Arsenal FC;Ainsley Maitland-Niles;19;1,57812;in;2017
Arsenal FC;Wojciech Szczesny;27;1,22875;in;2017
Arsenal FC;Joel Campbell;25;1,07704;in;2017
Arsenal FC;Carl Jenkinson;26;1,40350;in;2017
Arsenal FC;Krystian Bielik;20;2,15890;in;2017
Arsenal FC;Alex Oxlade-Chamberlain;24;0,40755;out;2017
Arsenal FC;Wojciech Szczesny;27;0,53943;out;2017
Arsenal FC;Gabriel Paulista;26;2,12474;out;2017
Arsenal FC;Kieran Gibbs;27;3,39659;out;2017
Arsenal FC;Yaya Sanogo;24;3,27460;out;2017
Arsenal FC;Emiliano Martínez;24;2,48918;out;2017
Arsenal FC;Carl Jenkinson;25;3,29310;out;2017
Arsenal FC;Lucas Pérez;28;1,03119;out;2017
Arsenal FC;Joel Campbell;25;1,96668;out;2017
Arsenal FC;Pierre-Emerick Aubameyang;28;0,71619;in;2017
Arsenal FC;Henrikh Mkhitaryan;29;3,95816;in;2017
Arsenal FC;Konstantinos Mavropanos;20;2,06383;in;2017
Arsenal FC;Alexis Sánchez;29;2,43831;out;2017
Arsenal FC;Theo Walcott;28;1,26831;out;2017
Arsenal FC;Olivier Giroud;31;3,32369;out;2017
Arsenal FC;Francis Coquelin;26;1,15020;out;2017
Arsenal FC;Mathieu Debuchy;32;1,41488;out;2017
Arsenal FC;Krystian Bielik;20;1,48526;out;2017
Arsenal FC;Chuba Akpom;22;2,91713;out;2017
Arsenal FC;Lucas Torreira;22;0,30113;in;2018
Arsenal FC;Bernd Leno;26;2,87780;in;2018
Arsenal FC;Sokratis Papastathopoulos;30;1,48107;in;2018
Arsenal FC;Mattéo Guendouzi;19;1,37317;in;2018
Arsenal FC;Stephan Lichtsteiner;34;3,65138;in;2018
Arsenal FC;Dejan Iliev;23;2,97445;in;2018
Arsenal FC;Matt Macey;24;3,34963;in;2018
Arsenal FC;Chuba Akpom;22;3,03732;in;2018
Arsenal FC;Calum Chambers;24;2,10094;in;2018
Arsenal FC;Joel Campbell;26;3,52572;in;2018
Arsenal FC;Lucas Pérez;29;0,38896;in;2018
Arsenal FC;Krystian Bielik;21;2,20985;in;2018
Arsenal FC;Emiliano Martínez;25;0,49942;in;2018
Arsenal FC;Emiliano Martínez;26;1,58249;in;2018
Arsenal FC;Takuma Asano;23;0,92466;in;2018
Arsenal FC;Lucas Pérez;29;1,12009;out;2018
Arsenal FC;Chuba Akpom;22;2,75391;out;2018
Arsenal FC;Joel Campbell;26;0,75836;out;2018
Arsenal FC;Takuma Asano;23;3,10927;out;2018
Arsenal FC;Santi Cazorla;33;1,60151;out;2018
Arsenal FC;Jack Wilshere;26;3,35753;out;2018
Arsenal FC;Matt Macey;23;3,28894;out;2018
Arsenal FC;David Ospina;29;3,85832;out;2018
Arsenal FC;Krystian Bielik;20;0,35287;out;2018
Arsenal FC;Calum Chambers;23;1,34718;out;2018
Arsenal FC;Per Mertesacker;33;3,96225;out;2018
Arsenal FC;Denis Suárez;25;2,80001;in;2018
Arsenal FC;Eddie Nketiah;19;2,59074;in;2018
Arsenal FC;Emiliano Martínez;26;3,78421;out;2018
Arsenal FC;Nicolas Pépé;24;1,06828;in;2019
Arsenal FC;William Saliba;18;2,05430;in;2019
Arsenal FC;Kieran Tierney;22;1,41575;in;2019
Arsenal FC;David Luiz;32;2,23221;in;2019
Arsenal FC;Gabriel Martinelli;18;1,14091;in;2019
Arsenal FC;Dani Ceballos;22;0,49074;in;2019
Arsenal FC;Bukayo Saka;17;1,74935;in;2019
Arsenal FC;Reiss Nelson;19;0,70029;in;2019
Arsenal FC;Joe Willock;19;1,02092;in;2019
Arsenal FC;Konstantinos Mavropanos;22;2,45881;in;2019
Arsenal FC;Takuma Asano;24;3,59275;in;2019
Arsenal FC;David Ospina;30;2,02440;in;2019
Arsenal FC;Alex Iwobi;23;3,26439;out;2019
Arsenal FC;Krystian Bielik;21;3,01960;out;2019
Arsenal FC;Laurent Koscielny;33;3,22911;out;2019
Arsenal FC;David Ospina;30;2,16778;out;2019
Arsenal FC;Henrikh Mkhitaryan;30;2,66009;out;2019
Arsenal FC;Carl Jenkinson;27;2,42789;out;2019
Arsenal FC;Takuma Asano;24;2,20929;out;2019
Arsenal FC;Nacho Monreal;33;0,53446;out;2019
Arsenal FC;Stephan Lichtsteiner;35;1,10313;out;2019
Arsenal FC;Danny Welbeck;28;0,63963;out;2019
Arsenal FC;Aaron Ramsey;28;2,28300;out;2019
Arsenal FC;William Saliba;18;1,82247;out;2019
Arsenal FC;Dejan Iliev;24;1,23568;out;2019
Arsenal FC;Eddie Nketiah;20;1,76300;out;2019
Arsenal FC;Mohamed Elneny;27;2,06010;out;2019
Arsenal FC;Petr Cech;37;1,27953;out;2019
Arsenal FC;Denis Suárez;25;2,97190;out;2019
Arsenal FC;Pablo Marí;26;1,63376;in;2019
Arsenal FC;Cédric Soares;28;3,71182;in;2019
Arsenal FC;Dejan Iliev;24;2,01354;in;2019
Arsenal FC;Eddie Nketiah;20;1,32057;in;2019
Arsenal FC;Konstantinos Mavropanos;22;1,91985;out;2019
Arsenal FC;Dejan Iliev;24;0,96338;out;2019
Arsenal FC;Thomas Partey;27;1,05700;in;2020
Arsenal FC;Gabriel Magalhães;22;2,98906;in;2020
Arsenal FC;Pablo Marí;26;2,32577;in;2020
Arsenal FC;Rúnar Alex Rúnarsson;25;2,21958;in;2020
Arsenal FC;Cédric Soares;28;2,95339;in;2020
Arsenal FC;Willian;32;1,52500;in;2020
Arsenal FC;Emile Smith Rowe;20;1,67788;in;2020
Arsenal FC;Joe Willock;21;2,05586;in;2020
Arsenal FC;William Saliba;19;3,10839;in;2020
Arsenal FC;Ainsley Maitland-Niles;23;0,35387;in;2020
Arsenal FC;Dejan Iliev;25;1,12480;in;2020
Arsenal FC;Henrikh Mkhitaryan;31;1,64466;in;2020
Arsenal FC;Mohamed Elneny;28;2,73709;in;2020
Arsenal FC;Emiliano Martínez;28;2,20372;out;2020
Arsenal FC;Mattéo Guendouzi;21;3,47828;out;2020
Arsenal FC;Konstantinos Mavropanos;22;3,39460;out;2020
Arsenal FC;Henrikh Mkhitaryan;31;0,76534;out;2020
Arsenal FC;Dejan Iliev;25;3,07462;out;2020
Arsenal FC;Lucas Torreira;24;1,70319;out;2020
Arsenal FC;Cédric Soares;28;3,79585;out;2020
Arsenal FC;Pablo Marí;26;1,48260;out;2020
Arsenal FC;Martin Ødegaard;22;1,04736;in;2020
Arsenal FC;Mathew Ryan;28;1,77605;in;2020
Arsenal FC;Dejan Iliev;25;2,84087;in;2020
Arsenal FC;Matt Macey;26;0,96225;out;2020
Arsenal FC;Sokratis Papastathopoulos;32;3,46298;out;2020
Arsenal FC;Mesut Özil;32;3,51543;out;2020
Arsenal FC;Shkodran Mustafi;28;1,14901;out;2020
Arsenal FC;Sead Kolasinac;27;1,20507;out;2020
Arsenal FC;William Saliba;19;2,35008;out;2020
Arsenal FC;Ainsley Maitland-Niles;23;1,14395;out;2020
Arsenal FC;Joe Willock;21;2,66757;out;2020
Arsenal FC;Ben White;23;1,48199;in;2021
Arsenal FC;Martin Ødegaard;22;3,01034;in;2021
Arsenal FC;Aaron Ramsdale;23;2,64449;in;2021
Arsenal FC;Takehiro Tomiyasu;22;2,59016;in;2021
Arsenal FC;Albert Sambi Lokonga;21;0,42428;in;2021
Arsenal FC;Nuno Tavares;21;2,58628;in;2021
Arsenal FC;Mattéo Guendouzi;22;2,39274;in;2021
Arsenal FC;Lucas Torreira;25;2,50346;in;2021
Arsenal FC;Sead Kolasinac;28;1,60197;in;2021
Arsenal FC;William Saliba;20;0,43328;in;2021
Arsenal FC;Joe Willock;21;1,99503;out;2021
Arsenal FC;Lucas Torreira;25;1,45216;out;2021
Arsenal FC;Willian;33;3,22691;out;2021
Arsenal FC;Mattéo Guendouzi;22;3,45939;out;2021
Arsenal FC;William Saliba;20;0,39089;out;2021
Arsenal FC;Dejan Iliev;26;3,45761;out;2021
Arsenal FC;Héctor Bellerín;26;2,99209;out;2021
Arsenal FC;Rúnar Alex Rúnarsson;26;3,06049;out;2021
Arsenal FC;Reiss Nelson;21;3,27145;out;2021
Arsenal FC;David Luiz;34;3,83334;out;2021
Arsenal FC;Martin Ødegaard;22;2,31629;out;2021
Arsenal FC;Mathew Ryan;29;1,77083;out;2021
Arsenal FC;Dani Ceballos;24;3,65500;out;2021
Arsenal FC;Auston Trusty;23;3,81868;in;2021
Arsenal FC;Dejan Iliev;26;0,71328;in;2021
Arsenal FC;Ainsley Maitland-Niles;24;2,35173;out;2021
Arsenal FC;Dejan Iliev;26;3,10015;out;2021
Arsenal FC;Sead Kolasinac;28;0,28049;out;2021
Arsenal FC;Calum Chambers;27;1,73958;out;2021
Arsenal FC;Pierre-Emerick Aubameyang;32;3,63252;out;2021
Arsenal FC;Pablo Marí;28;1,90438;out;2021
Arsenal FC;Auston Trusty;23;1,80029;out;2021
Chelsea FC;Pedro;28;1,42355;in;2015
Chelsea FC;Abdul-Rahman Baba;21;0,26713;in;2015
Chelsea FC;Asmir Begovic;28;0,86453;in;2015
Chelsea FC;Kenedy;19;1,58749;in;2015
Chelsea FC;Radamel Falcao;29;0,92106;in;2015
Chelsea FC;Michael Hector;23;0,31649;in;2015
Chelsea FC;Nathan;19;0,68627;in;2015
Chelsea FC;Papy Djilobodji;26;1,26341;in;2015
Chelsea FC;Danilo Pantic;18;0,49309;in;2015
Chelsea FC;Andreas Christensen;19;2,95866;in;2015
Chelsea FC;Marco Amelia;33;0,35068;in;2015
Chelsea FC;Victor Moses;25;1,16952;in;2015
Chelsea FC;Patrick Bamford;22;1,26753;in;2015
Chelsea FC;Tomas Kalas;23;0,71677;in;2015
Chelsea FC;Nathan Aké;21;2,54811;in;2015
Chelsea FC;Ulises Dávila;24;1,18702;in;2015
Chelsea FC;Bertrand Traoré;19;0,47718;in;2015
Chelsea FC;Matej Delac;22;2,67146;in;2015
Chelsea FC;Mohamed Salah;23;1,82761;in;2015
Chelsea FC;Marko Marin;26;2,46211;in;2015
Chelsea FC;Marco van Ginkel;22;2,00254;in;2015
Chelsea FC;Josh McEachran;22;2,97088;in;2015
Chelsea FC;Christian Atsu;23;2,80078;in;2015
Chelsea FC;Oriol Romeu;23;2,69145;in;2015
Chelsea FC;Gaël Kakuta;24;0,30855;in;2015
Chelsea FC;Lucas Piazon;21;0,34761;in;2015
Chelsea FC;Mario Pasalic;20;1,08500;in;2015
Chelsea FC;Cristian Cuevas;20;2,26963;in;2015
Chelsea FC;Thorgan Hazard;22;1,34118;in;2015
Chelsea FC;Wallace Oliveira;21;0,64266;in;2015
Chelsea FC;Filipe Luís;29;1,49542;out;2015
Chelsea FC;Petr Cech;33;1,11774;out;2015
Chelsea FC;Thorgan Hazard;22;1,86098;out;2015
Chelsea FC;Oriol Romeu;23;2,78632;out;2015
Chelsea FC;Gaël Kakuta;24;1,66727;out;2015
Chelsea FC;Mohamed Salah;23;2,73850;out;2015
Chelsea FC;Juan Cuadrado;27;1,70194;out;2015
Chelsea FC;Josh McEachran;22;2,08206;out;2015
Chelsea FC;Nathaniel Chalobah;20;1,31497;out;2015
Chelsea FC;Didier Drogba;37;2,02226;out;2015
Chelsea FC;Danilo Pantic;18;1,74116;out;2015
Chelsea FC;Michael Hector;23;0,11616;out;2015
Chelsea FC;Marco van Ginkel;22;2,20620;out;2015
Chelsea FC;Andreas Christensen;19;1,13656;out;2015
Chelsea FC;Kenneth Omeruo;21;0,52233;out;2015
Chelsea FC;Nathan;19;0,49505;out;2015
Chelsea FC;Lewis Baker;20;1,85611;out;2015
Chelsea FC;Marko Marin;26;1,57150;out;2015
Chelsea FC;Mario Pasalic;20;2,78483;out;2015
Chelsea FC;Christian Atsu;23;0,62497;out;2015
Chelsea FC;Lucas Piazon;21;1,44526;out;2015
Chelsea FC;Patrick Bamford;21;0,85841;out;2015
Chelsea FC;Wallace Oliveira;21;0,15049;out;2015
Chelsea FC;Nathan Aké;20;1,33201;out;2015
Chelsea FC;Victor Moses;24;2,66984;out;2015
Chelsea FC;Matej Delac;22;1,14577;out;2015
Chelsea FC;Ulises Dávila;24;2,58663;out;2015
Chelsea FC;Todd Kane;21;1,29916;out;2015
Chelsea FC;Cristian Cuevas;20;2,12371;out;2015
Chelsea FC;Matt Miazga;20;1,15231;in;2015
Chelsea FC;Alexandre Pato;26;0,58829;in;2015
Chelsea FC;Christian Atsu;23;1,36329;in;2015
Chelsea FC;Michael Hector;23;0,98585;in;2015
Chelsea FC;Lucas Piazon;22;1,69117;in;2015
Chelsea FC;Ulises Dávila;24;1,74773;in;2015
Chelsea FC;Wallace Oliveira;21;2,93433;in;2015
Chelsea FC;Patrick Bamford;22;1,25194;in;2015
Chelsea FC;Marco van Ginkel;23;2,11654;in;2015
Chelsea FC;Ramires;28;0,18533;out;2015
Chelsea FC;Papy Djilobodji;27;0,72841;out;2015
Chelsea FC;Ulises Dávila;24;1,25983;out;2015
Chelsea FC;Jamal Blackman;22;1,74025;out;2015
Chelsea FC;Wallace Oliveira;21;2,17477;out;2015
Chelsea FC;Marco van Ginkel;23;2,81707;out;2015
Chelsea FC;Patrick Bamford;22;1,40189;out;2015
Chelsea FC;Christian Atsu;24;1,42548;out;2015
Chelsea FC;Michy Batshuayi;22;3,34318;in;2016
Chelsea FC;N'Golo Kanté;25;2,14926;in;2016
Chelsea FC;David Luiz;29;4,05150;in;2016
Chelsea FC;Marcos Alonso;25;1,13899;in;2016
Chelsea FC;Eduardo;33;2,68387;in;2016
Chelsea FC;Ola Aina;19;2,27553;in;2016
Chelsea FC;Stipe Perica;20;1,34484;in;2016
Chelsea FC;Tomas Kalas;24;1,43067;in;2016
Chelsea FC;Loïc Rémy;30;2,53373;in;2016
Chelsea FC;Marko Marin;27;3,71778;in;2016
Chelsea FC;Mario Pasalic;21;2,63893;in;2016
Chelsea FC;Danilo Pantic;19;2,47924;in;2016
Chelsea FC;Kenneth Omeruo;22;1,06859;in;2016
Chelsea FC;Matej Delac;23;3,91030;in;2016
Chelsea FC;Todd Kane;22;4,11846;in;2016
Chelsea FC;Mohamed Salah;24;1,41889;in;2016
Chelsea FC;Cristian Cuevas;21;3,52993;in;2016
Chelsea FC;Jamal Blackman;23;0,31268;in;2016
Chelsea FC;Juan Cuadrado;28;0,74014;in;2016
Chelsea FC;Nathaniel Chalobah;21;1,94445;in;2016
Chelsea FC;Papy Djilobodji;27;1,30209;in;2016
Chelsea FC;Christian Atsu;24;0,37169;in;2016
Chelsea FC;Marco van Ginkel;23;3,45369;in;2016
Chelsea FC;Jamal Blackman;22;2,62556;in;2016
Chelsea FC;Mohamed Salah;24;2,26149;out;2016
Chelsea FC;Papy Djilobodji;27;2,91732;out;2016
Chelsea FC;Juan Cuadrado;28;2,88937;out;2016
Chelsea FC;Stipe Perica;20;2,12464;out;2016
Chelsea FC;Marko Marin;27;3,48996;out;2016
Chelsea FC;Bertrand Traoré;20;3,48884;out;2016
Chelsea FC;Mario Pasalic;21;2,26075;out;2016
Chelsea FC;Loïc Rémy;29;2,38374;out;2016
Chelsea FC;Abdul-Rahman Baba;22;0,25680;out;2016
Chelsea FC;Christian Atsu;24;3,83399;out;2016
Chelsea FC;Danilo Pantic;19;3,00692;out;2016
Chelsea FC;Matt Miazga;21;2,49997;out;2016
Chelsea FC;Jamal Blackman;22;1,79039;out;2016
Chelsea FC;Lucas Piazon;22;0,27699;out;2016
Chelsea FC;Michael Hector;24;1,87962;out;2016
Chelsea FC;Matej Delac;23;4,39697;out;2016
Chelsea FC;Tomas Kalas;23;0,38612;out;2016
Chelsea FC;Nathan Aké;21;3,70471;out;2016
Chelsea FC;Cristian Cuevas;21;0,28290;out;2016
Chelsea FC;Patrick Bamford;22;0,46220;out;2016
Chelsea FC;Kenneth Omeruo;22;2,93209;out;2016
Chelsea FC;Kenedy;20;3,86946;out;2016
Chelsea FC;Marco Amelia;34;0,84736;out;2016
Chelsea FC;Radamel Falcao;30;3,78216;out;2016
Chelsea FC;Alexandre Pato;26;1,14530;out;2016
Chelsea FC;Nathan Aké;21;1,21715;in;2016
Chelsea FC;Patrick Bamford;23;2,45826;in;2016
Chelsea FC;Kenedy;20;4,91336;in;2016
Chelsea FC;Oscar;25;1,33711;out;2016
Chelsea FC;Patrick Bamford;23;0,11343;out;2016
Chelsea FC;John Mikel Obi;29;2,97148;out;2016
Chelsea FC;Branislav Ivanovic;32;3,58883;out;2016
Chelsea FC;Marco van Ginkel;24;2,77747;out;2016
Chelsea FC;Álvaro Morata;24;2,17376;in;2017
Chelsea FC;Tiemoué Bakayoko;22;0,07309;in;2017
Chelsea FC;Danny Drinkwater;27;0,06600;in;2017
Chelsea FC;Antonio Rüdiger;24;2,49903;in;2017
Chelsea FC;Davide Zappacosta;25;0,90092;in;2017
Chelsea FC;Ethan Ampadu;16;4,58296;in;2017
Chelsea FC;Willy Caballero;35;0,91181;in;2017
Chelsea FC;Fikayo Tomori;19;1,50553;in;2017
Chelsea FC;Charly Musonda Jr.;20;0,79850;in;2017
Chelsea FC;Tammy Abraham;19;4,85220;in;2017
Chelsea FC;Mario Pasalic;22;0,79699;in;2017
Chelsea FC;Andreas Christensen;21;2,53765;in;2017
Chelsea FC;Wallace Oliveira;23;3,20855;in;2017
Chelsea FC;Todd Kane;24;0,06614;in;2017
Chelsea FC;Charly Musonda Jr.;21;0,90389;in;2017
Chelsea FC;Nathan;21;3,44555;in;2017
Chelsea FC;Matej Delac;24;3,69589;in;2017
Chelsea FC;Fikayo Tomori;20;1,30207;in;2017
Chelsea FC;Abdul-Rahman Baba;22;1,17411;in;2017
Chelsea FC;Bertrand Traoré;21;1,86311;in;2017
Chelsea FC;Danilo Pantic;20;4,23045;in;2017
Chelsea FC;Michael Hector;24;4,62673;in;2017
Chelsea FC;Lewis Baker;23;0,06596;in;2017
Chelsea FC;Ruben Loftus-Cheek;22;1,70017;in;2017
Chelsea FC;Kenneth Omeruo;23;0,06078;in;2017
Chelsea FC;Cristian Cuevas;22;0,09379;in;2017
Chelsea FC;Jamal Blackman;24;0,04119;in;2017
Chelsea FC;Juan Cuadrado;29;0,18356;in;2017
Chelsea FC;Lucas Piazon;24;4,92645;in;2017
Chelsea FC;Christian Atsu;25;0,21143;in;2017
Chelsea FC;Tomas Kalas;25;3,91404;in;2017
Chelsea FC;Tammy Abraham;20;0,05321;in;2017
Chelsea FC;Kurt Zouma;23;0,06026;in;2017
Chelsea FC;Lewis Baker;22;1,92305;in;2017
Chelsea FC;Ola Aina;21;3,09953;in;2017
Chelsea FC;Nemanja Matić;28;2,65195;out;2017
Chelsea FC;Nathan Aké;22;1,11622;out;2017
Chelsea FC;Juan Cuadrado;29;2,72823;out;2017
Chelsea FC;Asmir Begovic;30;2,95924;out;2017
Chelsea FC;Bertrand Traoré;21;1,22166;out;2017
Chelsea FC;Kurt Zouma;22;3,74930;out;2017
Chelsea FC;Christian Atsu;25;2,63303;out;2017
Chelsea FC;Nathaniel Chalobah;22;3,97327;out;2017
Chelsea FC;John Terry;36;3,54379;out;2017
Chelsea FC;Loïc Rémy;30;4,70611;out;2017
Chelsea FC;Cristian Cuevas;22;0,48329;out;2017
Chelsea FC;Jamal Blackman;23;3,55536;out;2017
Chelsea FC;Todd Kane;23;0,60937;out;2017
Chelsea FC;Danilo Pantic;20;1,13071;out;2017
Chelsea FC;Tammy Abraham;19;0,62301;out;2017
Chelsea FC;Ola Aina;20;0,16010;out;2017
Chelsea FC;Ruben Loftus-Cheek;21;3,44451;out;2017
Chelsea FC;Tomas Kalas;24;0,60517;out;2017
Chelsea FC;Michael Hector;25;1,06222;out;2017
Chelsea FC;Mario Pasalic;22;0,98343;out;2017
Chelsea FC;Lewis Baker;22;1,04883;out;2017
Chelsea FC;Kenneth Omeruo;23;4,07114;out;2017
Chelsea FC;Nathan;21;0,38319;out;2017
Chelsea FC;Fikayo Tomori;19;3,11866;out;2017
Chelsea FC;Emerson;23;1,72460;in;2017
Chelsea FC;Olivier Giroud;31;4,71979;in;2017
Chelsea FC;Ross Barkley;24;1,26969;in;2017
Chelsea FC;Todd Kane;24;2,13396;in;2017
Chelsea FC;Nathan;21;1,91951;in;2017
Chelsea FC;Diego Costa;29;4,08633;out;2017
Chelsea FC;Charly Musonda Jr.;21;2,25524;out;2017
Chelsea FC;Michy Batshuayi;24;4,42702;out;2017
Chelsea FC;Nathan;21;1,55677;out;2017
Chelsea FC;Kenedy;21;3,35664;out;2017
Chelsea FC;Abdul-Rahman Baba;23;1,83058;out;2017
Chelsea FC;Todd Kane;24;3,41472;out;2017
Chelsea FC;Kepa Arrizabalaga;23;4,97398;in;2018
Chelsea FC;Jorginho;26;3,21714;in;2018
Chelsea FC;Rob Green;38;4,12588;in;2018
Chelsea FC;Mateo Kovacic;24;2,17655;in;2018
Chelsea FC;Jake Clarke-Salter;20;2,59689;in;2018
Chelsea FC;Izzy Brown;21;1,36082;in;2018
Chelsea FC;Fikayo Tomori;21;1,80610;in;2018
Chelsea FC;Izzy Brown;22;2,37058;in;2018
Chelsea FC;Tammy Abraham;21;3,16294;in;2018
Chelsea FC;Lewis Baker;24;2,38711;in;2018
Chelsea FC;Matt Miazga;23;3,90023;in;2018
Chelsea FC;Tomas Kalas;26;1,27886;in;2018
Chelsea FC;Kurt Zouma;24;0,78128;in;2018
Chelsea FC;Marco van Ginkel;25;3,93477;in;2018
Chelsea FC;Todd Kane;25;0,90486;in;2018
Chelsea FC;Michy Batshuayi;24;1,03567;in;2018
Chelsea FC;Kenedy;23;1,83730;in;2018
Chelsea FC;Nathan;22;2,74674;in;2018
Chelsea FC;Kenneth Omeruo;24;3,08900;in;2018
Chelsea FC;Matt Miazga;22;3,46011;in;2018
Chelsea FC;Mario Pasalic;23;4,54596;in;2018
Chelsea FC;Michael Hector;25;1,11557;in;2018
Chelsea FC;Thibaut Courtois;26;0,48136;out;2018
Chelsea FC;Kurt Zouma;23;1,10527;out;2018
Chelsea FC;Tiemoué Bakayoko;23;1,84912;out;2018
Chelsea FC;Michy Batshuayi;24;2,58818;out;2018
Chelsea FC;Mario Pasalic;23;2,63704;out;2018
Chelsea FC;Kenneth Omeruo;24;0,93752;out;2018
Chelsea FC;Ola Aina;21;0,21144;out;2018
Chelsea FC;Matt Miazga;23;4,95334;out;2018
Chelsea FC;Matej Delac;25;2,91736;out;2018
Chelsea FC;Eduardo;35;1,39229;out;2018
Chelsea FC;Jamal Blackman;24;1,61935;out;2018
Chelsea FC;Izzy Brown;21;2,63798;out;2018
Chelsea FC;Fikayo Tomori;20;4,75235;out;2018
Chelsea FC;Michael Hector;26;1,45265;out;2018
Chelsea FC;Tomas Kalas;25;3,87831;out;2018
Chelsea FC;Nathan;22;0,90157;out;2018
Chelsea FC;Todd Kane;24;2,52401;out;2018
Chelsea FC;Jake Clarke-Salter;20;1,07869;out;2018
Chelsea FC;Lewis Baker;23;1,41477;out;2018
Chelsea FC;Tammy Abraham;20;1,21154;out;2018
Chelsea FC;Charly Musonda Jr.;21;4,88710;out;2018
Chelsea FC;Wallace Oliveira;24;4,27664;out;2018
Chelsea FC;Christian Pulisic;20;0,96559;in;2018
Chelsea FC;Gonzalo Higuaín;31;2,78449;in;2018
Chelsea FC;Callum Hudson-Odoi;18;4,90211;in;2018
Chelsea FC;Michy Batshuayi;25;3,42903;in;2018
Chelsea FC;Matt Miazga;23;0,23455;in;2018
Chelsea FC;Jamal Blackman;25;0,55738;in;2018
Chelsea FC;Lewis Baker;23;1,20161;in;2018
Chelsea FC;Abdul-Rahman Baba;24;3,74608;in;2018
Chelsea FC;Álvaro Morata;26;2,01482;out;2018
Chelsea FC;Cesc Fàbregas;31;3,01250;out;2018
Chelsea FC;Michy Batshuayi;25;0,57496;out;2018
Chelsea FC;Christian Pulisic;20;1,01493;out;2018
Chelsea FC;Lewis Baker;23;4,33615;out;2018
Chelsea FC;Matt Miazga;23;1,21526;out;2018
Chelsea FC;Victor Moses;28;2,03113;out;2018
Chelsea FC;Abdul-Rahman Baba;24;2,58211;out;2018
Chelsea FC;Lucas Piazon;25;3,19429;out;2018
Chelsea FC;Mateo Kovacic;25;2,36004;in;2019
Chelsea FC;Reece James;19;3,46792;in;2019
Chelsea FC;Mason Mount;20;4,33438;in;2019
Chelsea FC;Danilo Pantic;22;3,04082;in;2019
Chelsea FC;Jamal Blackman;26;4,34575;in;2019
Chelsea FC;Michy Batshuayi;25;2,04814;in;2019
Chelsea FC;Lucas Piazon;25;4,11260;in;2019
Chelsea FC;Abdul-Rahman Baba;24;2,72957;in;2019
Chelsea FC;Christian Pulisic;20;0,80583;in;2019
Chelsea FC;Michael Hector;26;1,94962;in;2019
